country,ordered,weapon,weapon.des,year,years.delivered,delivered,comments
     ,3,Mk-45-4 127mm,naval gun,2016,,,GBP183 m ($240 m) deal (incl option on 5); for 3 Type-26 frigates produced in UK
     ,3,Boeing-737 AEW&C,AEW&C aircraft,2019,,,Original plan for 5 reduced 2021 to 3 for financial reasons; incl assembly and production of components in UK; delivery planned from 2023
     ,87,B-29 Superfortress,bomber aircraft,1949,1950-1952,87,Second-hand; UK designation Washington B-1; 'MDAP' aid; incl 3 RB-29A reconnaissance version
     ,6,SPG-34/SPG-50,fire control radar,1950,1957,6,For modernization of 1 Victorious aircraft carrier; SPG-50 version;  for use with Mk-33 76mm guns
     ,55,AD-4W Skyraider,AEW aircraft,1951,1952,55,'MDAP' aid; UK designation Skyraider AEW-1
     ,100,APS-21,combat ac radar,1951,1953-1954,100,For 100 Meteor NF-11 combat aircraft produced in UK
     ,52,P-2E Neptune,ASW aircraft,1951,1952-1954,52,'MDAP' aid; interim solution until delivery of Shackleton developed in UK; UK designation Neptune MR-1
     ,4,RB-45C Tornado,reconnaissance ac,1951,1951,4,For reconnaissance flights over Soviet Union
     ,430,F-86 Sabre,fighter aircraft,1952,1952-1954,430,Financed by USA 'MDAP' aid and Canada; CL-13 Sabre Mk-2 and Mk-4 (F-86E) version; from Canadian production line
     ,12,FPS-6,height-finding radar,1952,1954-1955,12,
     ,20,Hiller-12/OH-23 Raven,light helicopter,1952,1954,20,'MDAP' aid; HTE-2 version for training
     ,100,TBM-3S Avenger,ASW aircraft,1952,1953,100,Second-hand; 'MDAP' aid; UK designation Avenger AS-4
     ,63,APQ-43,combat ac radar,1953,1956-1957,63,'MDAP' aid; for 63 Javelin FAW-2 and FAW-6 combat aircraft produced in UK; UK designation AI-22
     ,15,S-55,helicopter,1953,1954-1955,15,'MDAP' aid; HO4S-3 ASW version; UK designation Whirlwind HAR-22
     ,1,Corporal,SSM launcher,1954,1955,1,
     ,113,MGM-5 Corporal,SSM,1954,1955-1956,113,Corporal-2A version; for use with US nuclear warheads (under US control)
     ,50,Mk-43,ASW torpedo,1954,1955,50,
     ,80,SM-75 Thor,SSM,1956,1958-1959,80,For use with US nuclear warheads (under US control)
     ,1000,AIM-9B Sidewinder,SRAAM,1958,1958-1963,1000,For Scimitar combat aircraft
     ,12,MGR-1 Honest John,SSM launcher,1958,1960,12,Incl for use with US nuclear warheads (under US control)
     ,21,Hiller-12/OH-23 Raven,light helicopter,1962,1962-1964,21,Hiller-12E (OH-23G) version; for training
     ,102,UGM-27C Polaris-A3,SLBM,1963,1968-1969,102,$53 m deal; for Resolution SSBN produced in UK; with UK nuclear warheads
     ,50,M-109 155mm,self-propelled gun,1964,1965-1966,50,
     ,600,AIM-9D Sidewinder,SRAAM,1965,1965-1967,600,For Scimitar combat aircraft
     ,66,C-130H Hercules,transport aircraft,1965,1966-1968,66,C-130K version; UK designation Hercules C-1
     ,36,M-107 175mm,self-propelled gun,1965,1966-1967,36,
     ,16,M-110 203mm,self-propelled gun,1965,1966-1967,16,
     ,1912,AIM-7E Sparrow,BVRAAM,1967,1971-1975,1912,For F-4K and F-4M combat aircraft
     ,1,TPS-34,air search radar,1970,1971,1,
     ,950,Mk-46,ASW torpedo,1971,1972-1975,950,
     ,20,M-752 Lance TEL,SSM launcher,1972,1976-1977,20,Mainly for use with Lance missiles with US nuclear warheads (under US control)
     ,1000,Paveway,guided bomb,1975,1978-1982,1000,Paveway-2 version
     ,1709,AIM-9D Sidewinder,SRAAM,1977,1977-1982,1709,$190 m deal; AIM-9G version; probably incl some from FRG production line
     ,150,Harpoon Block-1,anti-ship missile,1977,1980-1987,150,"Offets incl production of components in UK; UGM-84A Block-1B version; for Valiant, Swiftsure and Trafalgar submarines"
     ,1,Jetfoil,patrol craft,1978,1980,1,Mainly for evalation; UK designation Speedy
     ,25,AVQ-23E Pave Spike,aircraft EO system,1979,1980,25,For Buccaneer combat aircraft
     ,51,M-109A1 155mm,self-propelled gun,1979,1981-1982,51,M-109A1B version
     ,500,Mk-46,ASW torpedo,1979,1980-1982,500,
     ,18,M-109A1 155mm,self-propelled gun,1980,1983,18,$17 m deal; M-109A2 version
     ,31,UGM-27C Polaris-A3,SLBM,1980,1981-1982,31,For Resolution SSBN; with UK nuclear warheads
     ,10,AGM-45A Shrike,ARM,1982,1982,10,Second-hand; for use against Argentine radars on Falklands in 1982 Falklands War
     ,110,AIM-9L Sidewinder,SRAAM,1982,1982,110,For Sea Harrier combat aircraft; for use in Falklands War
     ,3,CH-47C Chinook,transport helicopter,1982,1984,3,Replacing losses in 1982 Falklands War; UK designation Chinook HC-1
     ,15,F-4J Phantom-2,FGA aircraft,1982,1984,15,Second-hand; $138 m deal; modernized before delivery
     ,40,Harpoon Block-1,anti-ship missile,1982,1982,40,AGM-84A version; for Nimrod ASW/MP aircraft
     ,6,Mk-15 Phalanx,naval gun,1982,1983,6,For modernization of 2 Invincible aircraft carriers
     ,50,Stinger,portable SAM,1982,1982,50,Second-hand; aid for use in Falkland War
     ,2,TPS-59,air search radar,1982,1984,2,Financed by NATO; GE-592 version; part of UKADGE air surveillance network; UK designation Type-92 or T-92
     ,72,UGM-133A Trident-D5,SLBM,1982,1993-2004,72,For Vanguard (Trident) SSBN produced in UK; with UK nuclear warheads
     ,5,CH-47C Chinook,transport helicopter,1983,1985-1986,5,UK designation Chinook HC-1
     ,10,Falcon-20,light transport ac,1983,1985,10,Second-hand; owned and operated by civilian company for EW training and target-towing for UK armed forces
     ,3,Mk-15 Phalanx,naval gun,1983,1984,3,For 1 Invincible aircraft carrier
     ,100,Harpoon Block-1,anti-ship missile,1984,1985-1988,100,For Broadsword (Type-22) and Duke (Type-23) frigates (offsets 130%)
     ,3,L-1011 Tristar,transport aircraft,1984,1984,3,Second-hand; modified in UK to Tristar K-2 tanker/transport aircraft
     ,2,TPS-77,air search radar,1984,1986,2,UK designation Type-92
     ,23,Mk-15 Phalanx,naval gun,1985,1987-1989,23,For modernization of 8 Sheffield and 4 Manchester (Type-42) destroyers
     ,6,E-3A Sentry,AEW&C aircraft,1986,1991-1992,6,$1.33 b deal (130% offsets); E-3D Sentry AEW Mk-1 version
     ,2,King Air,light transport ac,1986,1986-1987,2,For use in Hong Kong
     ,1,E-3A Sentry,AEW&C aircraft,1987,1992,1,$120 m deal (130% offsets); option on 1 more not used; E-3D Sentry AEW Mk-1 version
     ,1,Falcon-20,light transport ac,1987,1987,1,Second-hand; owned and operated by civilian company for EW training and target-towing for UK armed forces
     ,8,S-76,helicopter,1989,1990,8,$54 m deal; for use in Hong Kong
     ,179,VTA-903,diesel engine,1989,1992-1995,179,For 179 AS-90 self-propelled guns produced in UK; VTA-903T-660 version
     ,220,AIM-9M Sidewinder,SRAAM,1990,1991-1993,220,$23 m deal
     ,15,C-130J-30 Hercules,transport aircraft,1990,1999-2001,15,Part of $1.56 b deal (offsets 100%); UK designation Hercules C-4
     ,210,AIM-120A AMRAAM,BVRAAM,1992,1995-1996,210,$235 m deal; for Sea Harrier FRS-2 combat aircraft
     ,2,S-70/UH-60A,helicopter,1992,1992,2,Deal worth $23.8 m; for Hong Kong Auxiliary Air Force; S-70A-27 version
     ,3,CH-47D Chinook,transport helicopter,1993,1995-1996,3,UK designation Chinook HC-2
     ,10,C-130J Hercules,transport aircraft,1994,1998-2000,10,Part of $1.56 b deal (offsets 100%); UK designation Hercules C-5
     ,250,Paveway,guided bomb,1994,1994-1995,250,Paveway-3 version
     ,65,BGM-109 Tomahawk,SSM,1995,1997-1998,65,GBP180 m ($316 m) deal; BGM-109 T-LAM Block-III version; for Swiftsure and Trafalgar submarines
     ,6,CH-47D Chinook,transport helicopter,1995,1997-1998,6,Part of deal worth $365 m; UK designation Chinook HC-2
     ,8,DB-110,aircraft recce system,1995,1997-2000,8,RAPTOR version; for Tornado combat aircraft
     ,8,MH-47E Chinook,transport helicopter,1995,2000-2001,8,GBP259 m ($365 m) deal; delivery delayed from 1998 to 2001 because of technical problems and kept in storage after delivery (never used operationally); originally delivered as MH-47E (Chinook HC-3) armed special operations version but due to technical pro
     ,602,Rapier-1,SAM,1995,1995-1996,602,Second-hand; $9.5 m deal
     ,1,S-70/UH-60L,helicopter,1995,1995,1,For Hong Kong
     ,68,APG-78 Longbow,combat heli radar,1996,2000-2004,68,For 67 AH-64D (WAH-64D) combat helicopters
     ,9,Bell-412,helicopter,1996,1997,9,Owned and operated by civilian company for UK armed forces pilot training;; Bell-412EP version; UK designation Griffin HT-1; from Canadian production line
     ,2300,6BT,diesel engine,1997,1999-2012,2300,"6BTA-5.9 version; for 188 BvS-10 APC from Sweden and modernization of some 2100 Scimitar and Sabre reconnaissance vehicles and Spartan, Stormer and FV-432 Bulldog APC"
     ,6,AIM-120A AMRAAM,BVRAAM,1997,2000,6,For Tornado F-3 combat aircraft
     ,4,Mk-15 Phalanx,naval gun,1997,1998-1999,4,$25 m deal; for 2 Victoria support ships produced in UK
     ,20,BGM-109 Tomahawk,SSM,1999,2001-2002,20,GBP23 m ($50 m) deal; BGM-109 T-LAM Block-IIIC version; for Swiftsure and Trafalgar submarines
     ,200,AGM-65 Maverick,ASM,2000,2000-2001,200,GBP42 m ($60 m) deal; AGM-65G2 version; for Harrier GR-7 combat aircraft; ordered as result of experience in 1999 Kosovo War
     ,4,C-17A Globemaster-3,heavy transport ac,2000,2001,4,GBP650 m-GBP1 b 'STSA' 7-year lease (incl $230 m for training and support; bought after lease); C-17 Block-12 version
     ,20,Harpoon Block-1,anti-ship missile,2000,2001,20,UGM-84 version
     ,8,Cougar,APC,2001,2002-2003,8,$3.6 m deal; UK designation MPV and Tempest
     ,1000,Paveway,guided bomb,2001,2002-2003,1000,GBP42 m deal; Enhanced Paveway-2 and Enhanced Paveway-3 version
     ,336,Stinger,portable SAM,2001,2003-2004,336,"Part of $89 m deal (for 1007 for Greece, Italy and UK)"
     ,6,Bell-412,helicopter,2002,2002-2003,6,Operated by civilian company for the UK armed forces pilot training and for SAR at UK base on Cyprus; Bell-412EP version; UK designation Griffin HT-1 and HAR-3; from Canadian production line
     ,22,BGM-109 Tomahawk,SSM,2002,2003,22,$30 m deal; second-hand UGM-109C version modernized to BGM-109 T-LAM Block-IIIC version; for Swiftsure and Trafalgar submarines
     ,7,King Air,light transport ac,2002,2003-2004,7,Bought and operated by civilian company for training of UK pilots; King Air B-200 version
     ,1,Watchman,air search radar,2003,2003,1,Second-hand
     ,150,AIM-120B AMRAAM,BVRAAM,2004,2006,150,$144 m deal
     ,64,BGM-109 Tomahawk,SSM,2004,2007-2011,64,GBP70 m ($126-129 m) deal; BGM-109 Tomahawk Block-IV (Tactical Tomahawk) version; for Swiftsure and Trafalgar submarines
     ,40,AGM-65 Maverick,ASM,2006,2007,40,AGM-65D version
     ,2,APY-8 Lynx,AGS radar,2006,2007,2,Part of $77 m 'Project Dabinett'; for MQ-9 UAV
     ,1,C-17A Globemaster-3,heavy transport ac,2006,2008,1,Delivery 2008
     ,30,Cougar,APC,2006,2007,30,Incl 15 Cougar 4x4 and 15 Cougar 6x6 version; for training
     ,16,Mk-15 Phalanx,naval gun,2006,2008-2010,16,GBP35 m ($67 m) deal; UK Phalanx Block-1A rebuilt to Block-1B with components (incl new radar) from USA
     ,3,MQ-9 Reaper,armed uav,2006,2007-2008,3,Part of $77 m 'Project Dabinett'; for use in Afghanistan
     ,56,T-800,turboshaft,2006,2015-2016,56,For 28 AW-159 (Wildcat) ASW helicopters produced in UK
     ,10,AAQ-33 Sniper,aircraft EO system,2007,2007,10,For Harrier GR-7 and GR-9 combat aircraft
     ,600,AGM-114K HELLFIRE,anti-tank missile,2007,2008-2012,600,AGM-114N and AGM-114P version
     ,1,C-17A Globemaster-3,heavy transport ac,2007,2008,1,GBP130 m deal
     ,2,C-RAM/Centurion,CIWS,2007,2007,2,Leased from USA; for use in Iraq; more modified from UK naval Phalanx systems
     ,3,King Air,light transport ac,2007,2009,3,Bought and operated by civilian company for training of UK pilots; King Air B-200GT version
     ,4,King Air-350 ISR,AGS aircraft,2007,2009,4,UK designation Shadow R-1; possibly incl for SIGINT; lease
     ,100,Paveway,guided bomb,2007,2008-2009,100,GBU-12 Paveway-2 version; for MQ-9 armed UAV
     ,115,Caterpillar-3126,diesel engine,2008,2010-2011,115,For 115 Bronco (Warthog) APC from Singapore
     ,24,Caterpillar-3126,diesel engine,2008,2008,24,For 24 Bushmaster APC from Australia
     ,174,Cougar,APC,2008,2009,174,For use in Afghanistan and Iraq; UK designation MPV or Mastiff-2
     ,157,Cougar,APC,2008,2008-2009,157,$94 m deal; Cougar 4x4 version; UK designation Ridgeback
     ,4,King Air Maritime,MP aircraft,2008,2011,4,For training; King Air-350ER version; UK designation Avenger T-1
     ,2,MQ-9 Reaper,armed uav,2008,2009,2,For use in Afghanistan
     ,1,MQ-9 Reaper,armed uav,2008,2010,1,For use in Afghanistan
     ,1,C-17A Globemaster-3,heavy transport ac,2009,2010,1,
     ,20,Cougar,APC,2009,2011,20,Cougar 4x4 version; UK designation Ridgeback
     ,92,T55-L,turboshaft,2009,2012-2016,92,GBP128 m deal; T55-714 version for 'Project Julius' modernization of 38 CH-47 (Chinook HC-2) helicopters to Chinook HC-4
     ,37,Cougar,APC,2010,2010-2011,37,UK designation Mastiff-2
     ,23,Cougar,APC,2010,2010-2011,23,$16 m deal; UK designation Mastiff-2
     ,28,Cougar,APC,2010,2010-2011,28,GBP20 m ($30 m) deal; Wolfhound ALV version
     ,1,King Air-350 ISR,AGS aircraft,2010,2011,1,UK designation Shadow R-1; possibly incl for SIGINT
     ,5,MQ-9 Reaper,armed uav,2010,2014,5,For use in Afghanistan
     ,71,MXT-MV,APV,2010,2011,71,UK designation Husky
     ,3,RC-135 Rivet Joint,SIGINT aircraft,2010,2013-2017,3,GBP680 m ($1 b) 'Project Helix' or 'Airseeker' deal; second-hand KC-135R tanker aircraft rebuilt to RC-135W
     ,47,Cougar,APC,2011,2011,47,$27 m deal; UK designation Mastiff-2
     ,400,AGM-114K HELLFIRE,anti-tank missile,2012,2013,400,GBP29 m deal
     ,1,C-17A Globemaster-3,heavy transport ac,2012,2012,1,GBP200 m deal
     ,1,King Air,light transport ac,2012,2013,1,King Air-300C version; for training
     ,1,King Air-350 ISR,AGS aircraft,2012,2013,1,UK designation Shadow R-1
     ,5,Mk-15 Phalanx,naval gun,2012,2015-2017,5,GBP43 m ($69 m) deal; Phalanx Block-1B version for support ships
     ,16,PW-2000/F-117,turbofan,2012,2012-2013,16,Part of $300 m deal; F-117 version; spares for C-17 transport aircraft
     ,100,AGM-114K HELLFIRE,anti-tank missile,2013,2013,100,GBP15 m deal
     ,4,BGM-109 Tomahawk,SSM,2013,2015,4,Tomahawk Blovk-4 version
     ,5,ScanEagle,UAV,2013,2014,5,GBP30 m ($46 m) 'MarUAS' deal; leased and operated by producer for UK navy
     ,20,BGM-109 Tomahawk,SSM,2014,2016,20,BGM-109 Block-4 version; for use on submarines; replacing missiles used in operations
     ,500,AGM-114K HELLFIRE,anti-tank missile,2015,2016,500,
     ,750,Paveway,guided bomb,2015,2016-2017,750,GBP42 m ($65 m) deal
     ,9,P-8A Poseidon,ASW aircraft,2016,2019-2021,8,GBP3 b ($3.9 b) deal; UK designation Poseidon MRA-1; delivery planned 2019-2022
     ,10,PC-9,trainer aircraft,2016,2018,10,Part of 'MFTS' programme; for UK company for training UK armed forces in 'MFTS' programme; T-6C version; UK designation Texan T-1
     ,1000,AGM-114K HELLFIRE,anti-tank missile,2017,2017,1000,AGM-114R1/R2 version
     ,8,Mk-41 VLS,naval SAM system,2017,,,For 8 Type-26 frigate produced in UK
     ,,Mk-54 MAKO 324mm,ASW torpedo,2018,2020-2021,25,For P-8A ASW aircraft
     ,4,PC-9,trainer aircraft,2019,2020,4,Part of 'MFTS' programme; for UK company for training UK armed forces in 'MFTS' programme; T-6C version; UK designation Texan T-1
     ,16,Protector CPB,armed uav,2020,,,GBP260 m ($305 m) deal (part ofGBP415 m ($607 m) 'Protector' programme); Certifiable Protector-B version; UK designation Protector RG-1; delivery planned from 2023
     ,,AGM-179 JAGM,anti-tank missile/ASM,2021,,,For AH-64E combat helicopters; selected 2021 but not yet ordered by end-2021
     ,2,King Air-350 ISR,AGS aircraft,2021,,,UK designation Shadow R-2; delivery planned by 2025
     ,14,MH-47G Chinook,transport helicopter,2021,,,GBP1.4 b deal; armed H-47(ER) version; delivery planned from 2026
     ,1,MQ-9 Reaper,armed uav,2021,2021,1,$13 m deal
,,,,,,,
United Nations**,,,,,,,
,6,Bell-47/OH-13,light helicopter,1960,1960,6,Second-hand; aid; for UN (ONUC) operations in Congo
     ,10,DC-3/C-47 Skytrain,transport aircraft,1960,1960,10,Second-hand; aid for ONUC operations in Congo
     ,4,DHC-2 Beaver,light aircraft,1960,1960,4,Second-hand; aid for ONUC operations in Congo
     ,2,DHC-3 Otter,light transport ac,1960,1960,2,Second-hand; aid for UNOC operations in Congo
     ,6,PA-18 Super Cup,light aircraft,1960,1960,6,Second-hand; aid for UNOC operations in Congo
     ,2,S-55,helicopter,1960,1960,2,Second-hand; aid for UNOC operations in Congo
     ,60,M-113,APC,1993,1993,60,Probably Second-hand; $13 m deal; for use in Somalia
     ,115,ISB5.9,diesel engine,2013,2014-2015,115,For 115 Puma M-26 APC from South Africa
,,,,,,,
Uruguay,,,,,,,
,2,T-33A Shooting Star,trainer aircraft,1969,1969,2,Second-hand (2 more delivered for spare parts)
     ,5,DC-3/C-47 Skytrain,transport aircraft,1948,1950,5,Second-hand
     ,10,C-46 Commando,transport aircraft,1949,1950,10,Second-hand
     ,12,TBF Avenger,bomber aircraft,1949,1950-1952,12,Second-hand
     ,11,B-25 Mitchell,bomber aircraft,1950,1950,11,Second-hand; aid; B-25J version
     ,25,P-51D Mustang,fighter aircraft,1950,1950,25,Second-hand; aid
     ,2,Cannon,frigate,1951,1952,2,Second-hand; 'MAP' aid
     ,10,F6F Hellcat,fighter aircraft,1951,1952,10,Second-hand
     ,16,M-101A1 105mm,towed gun,1953,1953,16,Second-hand; probably 'MAP' aid
     ,3,PBM-5A Mariner,MP aircraft,1953,1956-1957,3,Second-hand; PBM-5S2 version
     ,2,Bell-47/OH-13,light helicopter,1954,1955,2,
     ,10,T-6 Texan,trainer aircraft,1954,1954,10,Second-hand; 'MAP' aid; T-6D version
     ,1,Bell-47/OH-13,light helicopter,1955,1955,1,Bell-47G version
     ,2,PA-18 Super Cup,light aircraft,1955,1956,2,
     ,4,T-33A Shooting Star,trainer aircraft,1955,1956,4,'MAP' aid
     ,1,Commander,light transport ac,1957,1957,1,Commander-680 version
     ,17,M-24 Chaffee,light tank,1957,1957-1958,17,Second-hand; probably 'MAP' aid
     ,10,T-6 Texan,trainer aircraft,1957,1957,10,Second-hand; 'MDAP' aid
     ,14,F-80 Shooting Star,fighter aircraft,1958,1960,14,Second-hand; 'MAP' aid; F-80C version
     ,1,M-74,ARV,1958,1958,1,Second-hand
     ,2,PA-18 Super Cup,light aircraft,1958,1960,2,
     ,3,S-2A Tracker,ASW aircraft,1959,1965,3,Second-hand; 'MAP' aid
     ,3,Beech-18/C-45,light transport ac,1960,1961,3,Second-hand
     ,2,Cessna-180 Skywagon,light aircraft,1961,1963,2,Cessna-182 version
     ,5,Cessna-180 Skywagon,light aircraft,1963,1965,5,Cessna-185 version
     ,3,Cessna-180 Skywagon,light aircraft,1964,1966,3,Cessna-185 version
     ,2,Hiller-12/OH-23 Raven,light helicopter,1964,1964,2,
     ,2,T-33A Shooting Star,trainer aircraft,1964,1964,2,Second-hand; aid
     ,1,T-34 Mentor,trainer aircraft,1965,1966,1,Second-hand
     ,1,Auk,OPV,1966,1966,1,Second-hand
     ,3,Bell-205/UH-1H,helicopter,1967,1968-1971,3,Second-hand
     ,25,Mk-44,ASW torpedo,1967,1968,25,
     ,1,Cohoes,support ship,1968,1968,1,Second-hand; Uruguayan designation Huracan
     ,7,Queen Air,light transport ac,1968,1969,7,
     ,1,Adjutant,minesweeper,1969,1969,1,Second-hand ships returned to US ownership before transfer from USA to Uruguay
     ,18,M-113,APC,1969,1969-1971,18,
     ,1,Aggressive,minesweeper,1970,1970,1,Second-hand ship returned to US ownership and transferred to Uruguay
     ,6,Cessna-172,trainer/light aircraft,1970,1970-1971,6,T-41D version
     ,8,M-102 105mm,towed gun,1970,1972,8,
     ,2,F-27 Friendship,transport aircraft,1971,1971,2,Second-hand but modernized before delivery; FH-227 version
     ,5,S-58/H-34,helicopter,1971,1971-1972,5,Second-hand ( 1 more delivered for spare parts only)
     ,1,Dealey,frigate,1972,1972,1,Second-hand; Uruguayan designation 18 De Julio
     ,1,F-27 Friendship,transport aircraft,1972,1973,1,Second-hand but modernized before delivery; FH-227B version
